Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,First Name,Last Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
257,CA-2021-194708,2024-05-24,2024-05-25,Same Day,C-3518,Lisa,Moreno,Home Office,United States,Dannychester,Vermont,63260,Central,P-58604,Office Supplies,Paper,Paper - Appear,348.8,1,0.4,-6.22
258,CA-2018-867311,2021-09-19,2021-09-21,First Class,C-2150,Andrea,Williams,Consumer,United States,Franklinside,Kansas,41096,Central,P-96526,Technology,Machines,Machines - Idea,224.87,8,0.2,76.07
259,CA-2023-644089,2021-06-12,2021-06-22,Same Day,C-3930,Amanda,Giles,Home Office,United States,East Michaelhaven,Arizona,73375,East,P-16469,Furniture,Furnishings,Furnishings - Head,221.52,9,0.3,-6.42
260,CA-2021-499198,2024-12-30,2025-01-06,Same Day,C-9611,Kelly,Stewart,Corporate,United States,North Katherineview,North Dakota,73550,South,P-31187,Furniture,Tables,Tables - Look,1397.21,5,0.1,191.3
261,CA-2019-249922,2022-12-18,2022-12-20,First Class,C-5025,Connor,Wiley,Consumer,United States,Hodgesland,Tennessee,69094,West,P-17447,Office Supplies,Appliances,Appliances - Story,1596.37,5,0.4,524.47
262,CA-2019-930569,2021-02-18,2021-02-25,Standard Class,C-4873,Michelle,Hurley,Corporate,United States,Scottfurt,Mississippi,79497,East,P-21543,Office Supplies,Binders,Binders - Evidence,1784.84,8,0.3,95.74
263,CA-2021-916399,2025-03-20,2025-03-26,First Class,C-1484,Chad,Colon,Home Office,United States,South Manuel,South Dakota,24028,Central,P-60432,Furniture,Bookcases,Bookcases - Arrive,142.42,2,0.3,30.11
264,CA-2018-872540,2025-09-16,2025-09-19,Standard Class,C-7814,Andrea,Romero,Corporate,United States,Lake Ianburgh,New Hampshire,31895,Central,P-70585,Furniture,Tables,Tables - Center,1217.95,5,0.0,-35.51
265,CA-2018-432961,2021-10-03,2021-10-12,First Class,C-5588,David,Bond,Consumer,United States,Martinezmouth,North Carolina,20504,Central,P-38338,Technology,Phones,Phones - Environmental,557.42,9,0.2,66.34
266,CA-2016-140981,2023-12-04,2023-12-10,Second Class,C-5392,Diana,York,Home Office,United States,South Melissa,Arizona,80100,South,P-47531,Office Supplies,Paper,Paper - Moment,124.96,3,0.1,19.89
267,CA-2016-903050,2023-09-26,2023-10-06,Standard Class,C-1604,Lori,Harris,Corporate,United States,Elizabethborough,Wyoming,86661,South,P-72016,Furniture,Furnishings,Furnishings - Without,1867.35,9,0.4,498.9
268,CA-2022-385622,2021-02-13,2021-02-16,First Class,C-7269,Judith,Wise,Home Office,United States,North Shannon,Maine,83496,East,P-61330,Office Supplies,Appliances,Appliances - Total,1399.92,7,0.2,212.4
269,CA-2023-154166,2025-07-22,2025-07-23,First Class,C-7753,Anthony,Lee,Consumer,United States,Trujillohaven,Minnesota,44164,East,P-14892,Technology,Accessories,Accessories - Because,1895.92,9,0.4,520.83
270,CA-2021-492867,2021-07-17,2021-07-26,Second Class,C-3667,Kristy,Holt,Corporate,United States,Mooreview,Maryland,35306,East,P-37137,Office Supplies,Appliances,Appliances - Out,718.98,8,0.4,-36.39
271,CA-2016-405193,2020-10-02,2020-10-06,Same Day,C-3311,Cheyenne,Hudson,Consumer,United States,Lowechester,West Virginia,27614,West,P-17346,Technology,Machines,Machines - Reason,86.21,1,0.0,15.45
272,CA-2016-473216,2022-05-07,2022-05-10,Same Day,C-1651,Adam,Morales,Consumer,United States,Christinaside,Illinois,29164,South,P-57979,Technology,Accessories,Accessories - Almost,1617.45,9,0.4,-205.12
273,CA-2019-660501,2022-02-03,2022-02-05,Same Day,C-1304,Elaine,Hunt,Home Office,United States,North Ericfort,Georgia,14499,East,P-59929,Technology,Machines,Machines - Glass,121.29,7,0.1,-2.87
274,CA-2015-594120,2025-02-21,2025-02-22,First Class,C-8506,Jessica,Sharp,Home Office,United States,South Michealshire,Wisconsin,39815,East,P-56950,Furniture,Furnishings,Furnishings - Present,1864.43,10,0.0,469.9
275,CA-2021-134165,2024-07-06,2024-07-15,Standard Class,C-1665,James,Vance,Consumer,United States,Collinsland,Hawaii,26724,Central,P-29738,Office Supplies,Appliances,Appliances - Sister,395.28,10,0.3,129.65
276,CA-2023-617137,2023-01-09,2023-01-10,First Class,C-4295,Tiffany,Martinez,Home Office,United States,East Grant,Iowa,63622,East,P-32622,Office Supplies,Storage,Storage - Significant,577.2,5,0.2,-12.68
277,CA-2023-354042,2022-06-07,2022-06-17,First Class,C-9259,James,Thomas,Consumer,United States,Garciaside,Iowa,77400,Central,P-37525,Technology,Accessories,Accessories - Wrong,1182.18,1,0.2,-97.5
278,CA-2023-397778,2025-05-21,2025-05-26,First Class,C-5684,David,Wyatt,Home Office,United States,Sextonhaven,Kentucky,03222,East,P-86470,Furniture,Bookcases,Bookcases - Rich,1420.46,1,0.2,-192.12
279,CA-2016-354958,2020-12-03,2020-12-05,Same Day,C-3517,William,Stephens,Consumer,United States,New Jeremy,North Dakota,73877,West,P-20395,Technology,Machines,Machines - None,385.26,1,0.4,-8.67
280,CA-2019-131887,2021-09-16,2021-09-23,Second Class,C-6239,Bruce,Gray,Corporate,United States,Port Samueltown,Virginia,75291,Central,P-82331,Technology,Phones,Phones - Chair,934.34,10,0.1,-65.95
281,CA-2015-431104,2021-05-18,2021-05-27,First Class,C-7348,Ronnie,Cooper,Corporate,United States,Port Mathewfurt,Florida,53572,South,P-84049,Office Supplies,Art,Art - Their,754.9,2,0.0,180.03
282,CA-2020-314872,2021-06-10,2021-06-14,First Class,C-5299,Melissa,Huang,Home Office,United States,Wilsonborough,Michigan,13914,East,P-79596,Furniture,Chairs,Chairs - Idea,728.35,5,0.1,-107.06
283,CA-2016-657434,2025-01-11,2025-01-13,Standard Class,C-4024,Carrie,Douglas,Corporate,United States,Lake Tinaview,New Jersey,30275,South,P-12127,Furniture,Chairs,Chairs - Place,793.25,10,0.0,121.43
284,CA-2015-666646,2023-12-04,2023-12-14,Same Day,C-3183,Kevin,Chandler,Home Office,United States,East Kaylafurt,Kentucky,09641,Central,P-72292,Furniture,Furnishings,Furnishings - Perform,1008.17,9,0.0,322.53
285,CA-2018-966019,2024-10-24,2024-10-25,First Class,C-7492,David,Osborne,Consumer,United States,West Lorettatown,Rhode Island,48842,South,P-41966,Technology,Accessories,Accessories - Many,567.13,3,0.0,175.51
286,CA-2015-463731,2022-06-22,2022-06-27,First Class,C-9598,Sheila,Morgan,Home Office,United States,Rivaschester,Nebraska,46505,West,P-11718,Furniture,Furnishings,Furnishings - Especially,1179.4,5,0.2,256.57
287,CA-2022-312292,2021-11-07,2021-11-08,Second Class,C-4934,Kendra,Taylor,Consumer,United States,Rachelfort,Massachusetts,79774,East,P-89491,Office Supplies,Binders,Binders - Require,1207.04,6,0.1,401.25
288,CA-2017-849681,2023-10-06,2023-10-14,First Class,C-7711,Austin,Baird,Corporate,United States,Lake Andreaburgh,South Dakota,50526,South,P-67405,Technology,Copiers,Copiers - Live,16.9,5,0.4,0.54
289,CA-2017-363169,2021-06-19,2021-06-29,Same Day,C-1962,Michelle,Martin,Corporate,United States,Gregorystad,Illinois,06026,Central,P-40249,Furniture,Chairs,Chairs - Imagine,1304.57,1,0.3,38.84
290,CA-2023-464411,2022-12-26,2022-12-27,First Class,C-6438,Michael,Farrell,Consumer,United States,Michaeltown,New Jersey,31145,South,P-29638,Office Supplies,Storage,Storage - Control,1411.62,1,0.1,301.48
291,CA-2018-291507,2024-01-22,2024-01-28,First Class,C-8317,George,Hall,Home Office,United States,Scottview,Wisconsin,13093,South,P-61842,Technology,Machines,Machines - Tend,76.56,2,0.2,5.72
292,CA-2023-273872,2021-12-15,2021-12-21,Second Class,C-8840,Thomas,Jackson,Home Office,United States,New Leslieport,Rhode Island,40277,East,P-65611,Technology,Machines,Machines - Project,764.33,1,0.1,-73.99
293,CA-2022-253627,2023-05-02,2023-05-10,Standard Class,C-5905,Mary,Berry,Home Office,United States,Martinberg,New York,00813,East,P-77653,Office Supplies,Appliances,Appliances - National,574.15,10,0.2,65.9
294,CA-2022-874598,2021-10-17,2021-10-25,Same Day,C-5569,Samuel,Davis,Consumer,United States,West Kevin,New Jersey,25199,West,P-90446,Furniture,Bookcases,Bookcases - Do,1092.62,6,0.1,203.67
295,CA-2023-681186,2025-07-04,2025-07-12,Second Class,C-7586,Jonathan,Brown,Home Office,United States,Clarkhaven,South Dakota,68716,Central,P-35720,Office Supplies,Paper,Paper - The,1854.57,9,0.4,189.17
296,CA-2020-123191,2024-10-22,2024-10-27,Same Day,C-8986,Eric,Johnson,Corporate,United States,Williefort,Iowa,15220,South,P-27537,Technology,Copiers,Copiers - Right,835.89,9,0.1,94.94
297,CA-2021-545320,2021-03-28,2021-03-29,Same Day,C-8695,Jorge,Doyle,Corporate,United States,Allenborough,Florida,67318,East,P-95871,Furniture,Chairs,Chairs - Station,1652.52,2,0.2,-16.49
298,CA-2017-599689,2023-05-05,2023-05-09,Same Day,C-8802,Frank,Hudson,Consumer,United States,West Stacyfort,Virginia,43065,East,P-20993,Technology,Machines,Machines - Trade,1179.95,1,0.4,344.45
299,CA-2023-742474,2021-03-06,2021-03-15,Same Day,C-7719,Julia,Lambert,Consumer,United States,Wademouth,Idaho,90722,South,P-33807,Furniture,Furnishings,Furnishings - Tough,1846.38,5,0.2,344.65
300,CA-2021-822702,2024-03-08,2024-03-12,First Class,C-7119,Kristen,Vasquez,Corporate,United States,South Kelly,Oregon,51765,West,P-72121,Technology,Accessories,Accessories - Firm,1923.67,4,0.2,-39.57
301,CA-2017-893832,2024-09-17,2024-09-24,Standard Class,C-8704,Roberto,Farrell,Home Office,United States,Durhamland,California,22896,South,P-43635,Furniture,Furnishings,Furnishings - Hear,713.41,9,0.2,211.09
302,CA-2018-430508,2021-04-13,2021-04-18,First Class,C-1860,Patricia,Jones,Consumer,United States,Davisview,New Hampshire,10103,East,P-32390,Office Supplies,Paper,Paper - Likely,319.78,6,0.1,48.78
303,CA-2017-930164,2021-02-21,2021-03-02,Standard Class,C-7985,Philip,Moss,Consumer,United States,New William,Arizona,25791,West,P-35142,Technology,Phones,Phones - Instead,932.13,8,0.4,85.11
304,CA-2017-454110,2024-01-09,2024-01-19,Second Class,C-9510,Crystal,Lynch,Consumer,United States,West Stevenmouth,Utah,22359,West,P-68948,Office Supplies,Art,Art - Position,1869.24,3,0.1,598.88
305,CA-2023-667020,2024-07-27,2024-08-06,Second Class,C-1725,Leslie,Gallagher,Corporate,United States,Traceyland,North Dakota,11622,Central,P-81001,Technology,Copiers,Copiers - Easy,1630.82,1,0.2,112.11
306,CA-2022-583910,2021-12-09,2021-12-15,Second Class,C-3264,Carrie,Walker,Corporate,United States,West James,Arizona,72169,Central,P-37855,Technology,Accessories,Accessories - Program,1527.98,10,0.0,142.66
307,CA-2016-460463,2023-11-11,2023-11-13,First Class,C-6693,Rhonda,Woods,Corporate,United States,Thomasside,Idaho,52280,West,P-51447,Technology,Phones,Phones - Early,981.92,10,0.0,219.87
308,CA-2015-138579,2021-02-27,2021-03-07,First Class,C-5719,Robert,Daugherty,Consumer,United States,Hillview,Nevada,46687,Central,P-47491,Technology,Copiers,Copiers - Weight,690.9,7,0.2,-34.07
309,CA-2023-390634,2021-07-27,2021-08-03,Second Class,C-1045,Elizabeth,Liu,Consumer,United States,Hillshire,Ohio,30372,South,P-38041,Furniture,Chairs,Chairs - Chance,1579.23,4,0.1,117.66
310,CA-2016-302832,2024-12-09,2024-12-18,First Class,C-7543,Jennifer,Edwards,Consumer,United States,Garciastad,Louisiana,43361,South,P-78139,Furniture,Furnishings,Furnishings - Couple,1711.45,7,0.1,430.82
311,CA-2017-525320,2024-12-01,2024-12-04,First Class,C-3623,Melanie,Campbell,Corporate,United States,Kellymouth,Hawaii,89857,South,P-14784,Furniture,Bookcases,Bookcases - Prove,1097.95,8,0.1,-78.31
312,CA-2023-651131,2022-11-22,2022-11-29,Second Class,C-5293,Matthew,White,Consumer,United States,Wesleyport,Alabama,53650,Central,P-38908,Office Supplies,Storage,Storage - Worry,927.25,4,0.0,-49.25
313,CA-2022-737565,2025-02-21,2025-03-02,Second Class,C-2885,Paula,Robertson,Home Office,United States,Teresachester,Maine,43349,Central,P-65235,Technology,Copiers,Copiers - Big,42.41,4,0.0,-4.83
314,CA-2022-850555,2020-10-21,2020-10-28,Same Day,C-9744,Kathy,Stephens,Corporate,United States,Lake Gabriel,Alabama,28030,Central,P-19876,Technology,Machines,Machines - Go,566.16,3,0.4,127.89
315,CA-2021-855778,2025-08-26,2025-08-31,Second Class,C-1801,Samantha,Shaw,Consumer,United States,West Leahburgh,North Dakota,45465,East,P-36635,Technology,Phones,Phones - Stuff,1125.56,3,0.0,-90.46
316,CA-2018-897617,2025-05-21,2025-05-27,First Class,C-9616,James,Butler,Consumer,United States,New Tylerville,South Carolina,97605,Central,P-25971,Furniture,Furnishings,Furnishings - Food,1891.77,6,0.0,496.05
317,CA-2023-171062,2021-04-12,2021-04-15,Standard Class,C-8356,Troy,Dean,Consumer,United States,West Kelly,Georgia,89749,West,P-90479,Office Supplies,Binders,Binders - Agent,774.28,4,0.3,53.68
318,CA-2022-286076,2024-07-08,2024-07-09,Standard Class,C-3020,Laura,Reyes,Corporate,United States,South William,New Hampshire,99832,East,P-62632,Office Supplies,Art,Art - Drop,1651.78,3,0.2,311.55
319,CA-2018-522004,2023-01-04,2023-01-09,First Class,C-7594,Catherine,Jones,Corporate,United States,Port Haileyhaven,Wyoming,48150,Central,P-34472,Office Supplies,Storage,Storage - Economy,1689.39,8,0.0,177.83
320,CA-2019-238831,2024-12-09,2024-12-10,First Class,C-7012,Thomas,Perez,Home Office,United States,West Donald,Arkansas,75747,West,P-80942,Office Supplies,Art,Art - Fine,1645.33,4,0.0,-207.13
321,CA-2019-898046,2020-12-25,2020-12-30,Second Class,C-6167,Lindsey,Richardson,Home Office,United States,Jacobhaven,South Carolina,89821,East,P-33552,Technology,Phones,Phones - Also,1155.95,4,0.4,275.68
322,CA-2023-533798,2022-10-03,2022-10-11,Standard Class,C-3965,Connie,Pennington,Home Office,United States,Christinetown,Mississippi,24403,Central,P-94067,Furniture,Furnishings,Furnishings - Class,541.91,10,0.3,28.54
323,CA-2021-596946,2022-05-22,2022-05-24,Standard Class,C-7961,Karen,Graham,Corporate,United States,East Nathan,Maryland,40680,Central,P-57784,Furniture,Tables,Tables - A,229.96,9,0.4,-20.1
324,CA-2021-923935,2022-12-27,2023-01-04,Standard Class,C-3128,Tonya,Brown,Consumer,United States,Alihaven,Idaho,14590,West,P-26417,Furniture,Chairs,Chairs - Design,462.39,5,0.1,-12.62
325,CA-2018-614518,2021-12-14,2021-12-17,Second Class,C-3734,Gary,Herrera,Corporate,United States,Port Kristinland,Iowa,32785,South,P-85804,Office Supplies,Paper,Paper - Likely,683.48,9,0.0,2.13
326,CA-2022-861226,2023-04-06,2023-04-07,Standard Class,C-5267,Daniel,Huff,Corporate,United States,Martinport,Kansas,75091,South,P-70546,Furniture,Chairs,Chairs - Produce,501.18,1,0.3,111.62
327,CA-2021-802958,2024-02-27,2024-03-01,Second Class,C-5931,Emily,Frost,Consumer,United States,Nicoleside,Alabama,47059,West,P-37123,Furniture,Bookcases,Bookcases - Bit,103.42,5,0.0,-3.22
328,CA-2017-871070,2021-11-08,2021-11-18,Same Day,C-2576,Haley,Ward,Corporate,United States,Lake Suzanne,Washington,20476,Central,P-44917,Furniture,Tables,Tables - Expert,771.3,9,0.0,55.97
329,CA-2019-398311,2024-11-20,2024-11-27,Same Day,C-1301,Mark,Johnson,Home Office,United States,Grayburgh,Vermont,08155,West,P-92206,Office Supplies,Appliances,Appliances - Close,1534.6,7,0.1,-132.11
330,CA-2015-252695,2025-02-02,2025-02-07,Second Class,C-2179,Mary,Fuller,Corporate,United States,Batesfort,Delaware,68256,Central,P-39252,Office Supplies,Binders,Binders - She,1779.35,7,0.0,350.3
331,CA-2022-252856,2025-05-04,2025-05-05,Standard Class,C-8878,Carol,Brown,Corporate,United States,Port Emmashire,Indiana,67162,Central,P-38123,Office Supplies,Appliances,Appliances - Believe,139.42,9,0.3,40.93
332,CA-2021-404088,2021-01-21,2021-01-23,First Class,C-8007,Joseph,Phillips,Consumer,United States,Zamorashire,New York,95153,South,P-60719,Furniture,Chairs,Chairs - Want,1600.81,6,0.1,497.64
333,CA-2015-279861,2024-03-26,2024-03-28,Same Day,C-1738,Marie,Knox,Home Office,United States,Port Chelsea,Arkansas,30999,East,P-44449,Furniture,Furnishings,Furnishings - Page,1282.7,8,0.1,-150.05
334,CA-2018-358992,2025-02-07,2025-02-14,Standard Class,C-4392,Angela,Chan,Corporate,United States,Ericfort,North Carolina,47504,West,P-90894,Office Supplies,Art,Art - According,1750.69,2,0.1,-58.92
335,CA-2023-705888,2025-05-17,2025-05-27,Standard Class,C-6612,Shannon,Chung,Home Office,United States,Port Alicia,Georgia,35856,Central,P-71351,Office Supplies,Appliances,Appliances - Best,1271.01,3,0.1,286.31
336,CA-2023-547045,2025-05-03,2025-05-07,Second Class,C-8218,Eric,Norman,Home Office,United States,Josephfort,Nebraska,43381,Central,P-64512,Technology,Machines,Machines - Well,201.62,6,0.1,-1.32
337,CA-2020-643307,2023-02-24,2023-02-26,Standard Class,C-6615,Diane,Rodriguez,Home Office,United States,East Douglasfort,Mississippi,94315,West,P-97789,Technology,Machines,Machines - Certain,1812.03,7,0.3,358.74
338,CA-2020-492789,2023-03-30,2023-04-04,First Class,C-9731,Gabriella,Johnson,Home Office,United States,New Albert,Montana,53880,West,P-25398,Office Supplies,Storage,Storage - Seat,861.28,10,0.2,-46.63
339,CA-2019-143173,2023-04-26,2023-05-04,Second Class,C-5068,Matthew,Fowler,Corporate,United States,Port Austin,California,19239,West,P-19027,Office Supplies,Storage,Storage - Which,1491.31,4,0.1,190.42
340,CA-2019-831474,2021-01-21,2021-01-25,Standard Class,C-5300,Tyler,Rodriguez,Home Office,United States,Christopherville,New Mexico,44571,East,P-64416,Furniture,Furnishings,Furnishings - Who,530.3,10,0.1,-36.51
341,CA-2018-224890,2025-09-04,2025-09-06,First Class,C-2545,Stephanie,Bell,Corporate,United States,Barrland,Florida,57685,East,P-15484,Technology,Machines,Machines - Talk,1984.02,10,0.4,-271.01
342,CA-2015-766859,2023-05-12,2023-05-15,Second Class,C-2363,Martha,Russell,Home Office,United States,Amyfort,Illinois,82883,South,P-92521,Technology,Copiers,Copiers - Black,1022.72,9,0.1,14.49
343,CA-2020-394297,2024-04-13,2024-04-14,Second Class,C-9217,Christopher,Lewis,Consumer,United States,Lake Kelsey,Ohio,40496,East,P-81811,Technology,Machines,Machines - Several,830.81,2,0.0,27.29
344,CA-2018-453434,2024-02-06,2024-02-09,First Class,C-8370,Amy,Wolfe,Home Office,United States,North Reneeburgh,Florida,29493,Central,P-30179,Technology,Machines,Machines - Stock,1762.58,1,0.2,252.62
345,CA-2019-302649,2021-07-25,2021-07-26,Second Class,C-6982,Elizabeth,Potter,Home Office,United States,North Sara,Missouri,88407,East,P-35287,Furniture,Tables,Tables - Free,1938.17,6,0.0,195.3
346,CA-2018-806039,2023-06-05,2023-06-13,Standard Class,C-4892,Charles,Moran,Home Office,United States,Montgomeryfurt,Montana,70627,South,P-63486,Technology,Accessories,Accessories - Little,374.76,5,0.2,-3.98
347,CA-2022-570480,2021-01-12,2021-01-14,Second Class,C-1849,Deborah,Phillips,Home Office,United States,West Joshua,Georgia,05717,West,P-19882,Office Supplies,Art,Art - Response,825.25,6,0.1,19.54
348,CA-2020-684962,2023-01-15,2023-01-21,First Class,C-4374,Misty,Santos,Corporate,United States,South Evan,Vermont,01484,West,P-23168,Technology,Copiers,Copiers - Dark,236.62,3,0.3,55.02
349,CA-2019-640251,2021-01-27,2021-01-28,First Class,C-3658,Laura,Johnson,Consumer,United States,Mariafurt,Utah,28079,Central,P-18197,Office Supplies,Binders,Binders - Control,1552.01,5,0.4,-201.8
350,CA-2023-122195,2021-05-04,2021-05-11,Second Class,C-6765,Tara,Zamora,Corporate,United States,Leehaven,Ohio,59054,South,P-61684,Technology,Accessories,Accessories - Value,948.38,5,0.0,97.15
351,CA-2015-193559,2023-02-20,2023-02-27,First Class,C-5363,Carmen,Morrison,Home Office,United States,New Brittanyside,Washington,04962,West,P-20347,Technology,Machines,Machines - While,1026.24,6,0.0,242.13
352,CA-2021-226260,2020-11-08,2020-11-15,Second Class,C-4574,Joseph,White,Home Office,United States,Tracyborough,Delaware,41089,Central,P-30391,Office Supplies,Appliances,Appliances - Too,787.93,9,0.1,1.26
353,CA-2015-944639,2022-10-02,2022-10-03,First Class,C-7766,Meghan,Jones,Home Office,United States,Petersmouth,Oregon,35590,East,P-27191,Technology,Accessories,Accessories - Something,1090.81,4,0.0,-15.14
354,CA-2022-983124,2022-03-04,2022-03-13,Standard Class,C-8094,Ricky,Vasquez,Home Office,United States,Brownstad,Mississippi,39914,West,P-38522,Technology,Machines,Machines - Name,928.45,1,0.3,165.95
355,CA-2018-115325,2023-12-13,2023-12-16,First Class,C-4930,Gabriel,Larson,Consumer,United States,Port Meganhaven,Virginia,67316,South,P-39522,Technology,Machines,Machines - Radio,1353.72,3,0.0,292.8
356,CA-2019-121656,2021-06-13,2021-06-20,Second Class,C-2145,Kristin,Mays,Home Office,United States,East Diana,Oklahoma,52273,Central,P-28716,Office Supplies,Storage,Storage - One,1207.04,10,0.4,342.04
357,CA-2022-476623,2023-03-15,2023-03-17,Standard Class,C-9432,Catherine,Reed,Consumer,United States,Lake Julie,Indiana,51129,Central,P-19441,Technology,Phones,Phones - Travel,1531.59,10,0.3,499.35
358,CA-2018-835306,2021-01-19,2021-01-23,Standard Class,C-2640,Amy,Jones,Consumer,United States,Lake Coreytown,Arkansas,65758,South,P-63259,Technology,Phones,Phones - Town,573.13,8,0.0,-17.09
359,CA-2020-916007,2025-07-25,2025-08-04,Second Class,C-3450,Michael,Johnson,Corporate,United States,Port Spencer,Mississippi,15181,West,P-53251,Technology,Accessories,Accessories - Return,505.06,10,0.3,-0.38
360,CA-2023-688555,2022-11-01,2022-11-09,Second Class,C-9037,Melissa,Smith,Corporate,United States,South Jesse,Illinois,61370,Central,P-39118,Technology,Phones,Phones - Institution,595.34,1,0.2,172.52
361,CA-2021-318926,2021-04-20,2021-04-28,Second Class,C-1771,Thomas,Smith,Corporate,United States,Lake Rebecca,Washington,71584,South,P-81886,Technology,Phones,Phones - Give,968.05,6,0.3,-138.05
362,CA-2017-369105,2022-01-30,2022-02-04,Standard Class,C-8990,Mary,Frank,Home Office,United States,Kimberlyhaven,Kansas,71645,West,P-39250,Office Supplies,Art,Art - Race,1387.93,5,0.1,289.93
363,CA-2015-141974,2025-06-03,2025-06-10,Same Day,C-4122,Roberto,Cain,Consumer,United States,Ravenville,North Carolina,58486,Central,P-31539,Office Supplies,Appliances,Appliances - Staff,445.87,5,0.4,125.66
364,CA-2020-787561,2022-01-19,2022-01-26,Standard Class,C-8412,Samantha,Downs,Corporate,United States,Port Joshuaton,North Carolina,23248,South,P-15816,Technology,Phones,Phones - Knowledge,841.96,9,0.0,254.8
365,CA-2017-139843,2021-09-03,2021-09-08,Standard Class,C-6199,Michele,Anderson,Consumer,United States,Meltonton,Michigan,69063,Central,P-83466,Office Supplies,Paper,Paper - Next,1485.91,6,0.1,215.24
366,CA-2016-454791,2024-03-17,2024-03-19,Standard Class,C-9049,Brandon,Diaz,Consumer,United States,Meganshire,Mississippi,48473,East,P-46678,Office Supplies,Art,Art - Perhaps,747.75,6,0.3,171.64
367,CA-2023-214841,2024-02-15,2024-02-19,First Class,C-2977,Crystal,Gates,Consumer,United States,East Jordan,Montana,39687,East,P-17270,Office Supplies,Appliances,Appliances - Day,1846.42,1,0.1,443.84
368,CA-2022-988333,2024-06-05,2024-06-08,Same Day,C-3811,Catherine,Johnson,Consumer,United States,New Joshua,Florida,12493,West,P-32972,Furniture,Chairs,Chairs - Everybody,364.52,4,0.3,119.34
369,CA-2019-570333,2024-03-29,2024-04-01,Standard Class,C-2012,Michael,Moreno,Corporate,United States,Lisaport,Iowa,58972,Central,P-83820,Technology,Copiers,Copiers - Detail,1290.58,1,0.3,19.13
370,CA-2020-700165,2021-02-06,2021-02-15,Standard Class,C-3004,Blake,Jones,Home Office,United States,Taylorstad,Maryland,40717,South,P-41535,Technology,Accessories,Accessories - Beautiful,193.98,8,0.0,29.91
371,CA-2018-287604,2025-08-09,2025-08-16,Standard Class,C-7679,Matthew,Jimenez,Home Office,United States,New Damon,Indiana,67853,West,P-14434,Furniture,Furnishings,Furnishings - Fund,720.38,7,0.2,107.46
372,CA-2015-789889,2021-07-26,2021-07-30,Second Class,C-1406,Paige,Maldonado,Corporate,United States,South Jessicachester,New York,77966,East,P-52045,Furniture,Bookcases,Bookcases - Picture,1055.02,5,0.4,345.99
373,CA-2019-952124,2025-06-25,2025-07-02,Same Day,C-7176,Anita,Yates,Corporate,United States,East Jennifer,Alabama,74622,East,P-54123,Office Supplies,Appliances,Appliances - These,1376.86,1,0.3,54.9
374,CA-2022-392799,2023-07-29,2023-08-03,Second Class,C-1540,Jonathan,Buck,Consumer,United States,Hughesport,Virginia,37726,Central,P-35234,Furniture,Tables,Tables - Safe,318.93,7,0.2,102.2
375,CA-2018-799844,2023-07-13,2023-07-18,Same Day,C-6274,Derek,Morse,Consumer,United States,Kennethborough,Iowa,81786,South,P-84903,Furniture,Chairs,Chairs - Through,1925.59,10,0.1,389.12
376,CA-2019-955459,2021-06-05,2021-06-13,Same Day,C-4270,Hannah,Rogers,Consumer,United States,West Markview,Colorado,66869,West,P-12766,Technology,Machines,Machines - Hospital,1705.32,10,0.0,456.02
377,CA-2019-986969,2025-03-25,2025-03-31,Second Class,C-8307,Kathy,Freeman,Home Office,United States,South Daniel,Maryland,02254,South,P-10624,Furniture,Furnishings,Furnishings - Itself,551.46,4,0.4,3.67
378,CA-2018-469214,2024-06-24,2024-07-04,Second Class,C-3025,Amanda,Lopez,Consumer,United States,Cameronville,Maryland,91414,West,P-19814,Technology,Machines,Machines - Participant,372.09,7,0.0,105.56
379,CA-2018-741907,2020-09-27,2020-09-30,First Class,C-2544,Carrie,Gibson,Consumer,United States,Russellburgh,Rhode Island,70957,South,P-36020,Technology,Copiers,Copiers - Teacher,79.54,3,0.0,26.9
380,CA-2018-812302,2024-02-24,2024-03-02,First Class,C-4195,Brenda,Roy,Consumer,United States,Perezfort,Texas,46913,South,P-30672,Technology,Machines,Machines - Evening,1153.02,2,0.3,372.91
381,CA-2020-323056,2024-03-02,2024-03-09,Standard Class,C-7775,Donald,Mcfarland,Corporate,United States,East Michelle,Utah,05345,West,P-56581,Technology,Machines,Machines - Any,666.79,9,0.2,140.71
382,CA-2016-217540,2021-10-02,2021-10-10,Standard Class,C-3029,Gabriel,Huynh,Corporate,United States,Reedport,Rhode Island,01523,West,P-37815,Technology,Phones,Phones - Arrive,1868.6,3,0.4,-144.51
383,CA-2021-944605,2021-08-11,2021-08-20,Standard Class,C-9274,Patrick,Parrish,Corporate,United States,Emilyborough,Delaware,10438,South,P-87504,Furniture,Furnishings,Furnishings - Others,1283.08,10,0.1,29.48
384,CA-2015-361106,2022-05-15,2022-05-19,Standard Class,C-8862,Allen,Torres,Consumer,United States,Watsonbury,Iowa,94176,East,P-51182,Office Supplies,Storage,Storage - Attention,264.68,3,0.1,-5.0
385,CA-2017-286977,2022-12-07,2022-12-15,Standard Class,C-6118,Adam,Dominguez,Corporate,United States,North Brandi,Michigan,35467,East,P-62795,Office Supplies,Binders,Binders - Hospital,1136.16,5,0.4,12.68
